Estado_civil,Curso,Modalidad_asistencia,Nacionalidad,Cualificación_de_la_madre,Cualificación_del_padre,Desplazado,Necesidades_educativas_especiales,Deudor,Matrícula_al_día,Género,Titular_de_la_beca,Estudiante_internacional,Nota_primer_semestre,Nota_segundo_semestre,Tasa_de_desempleo,Rendimiento
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,Si,No,14.175,13.03125,15.5,Graduate
Casado/a,Enfermería,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Masculino,Si,No,10.0,10.0,12.7,Enrolled
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,0.0,14.5,7.6,Dropout
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación Superior - Licenciatura ,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,0.0,0.0,16.2,Dropout
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Masculino,No,No,12.0,12.14285714,10.8,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,Si,No,10.57142857,11.4,16.2,Graduate
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Superior - Grado,Educación Superior - Grado,Si,No,No,Si,Femenino,No,No,14.15384615,15.42857143,8.9,Graduate
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Superior - Licenciatura ,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,Si,No,Si,Femenino,Si,No,11.16666667,12.4,10.8,Graduate
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,12.0,12.66666667,11.1,Graduate
Casado/a,Gerencia (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,11.33333333,12.0,9.4,Dropout
Soltero/a,Servicio Social,Matutino,Portugués,Desconocido,Carrera de especialización tecnológica,No,No,No,Si,Femenino,Si,No,12.58823529,13.35714286,9.4,Graduate
Soltero/a,Equinocultura,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,Si,No,12.0,10.75,16.2,Enrolled
Soltero/a,Turismo ,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico superior profesional,Si,No,No,No,Femenino,No,No,0.0,0.0,12.7,Dropout
Casado/a,Gerencia (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,12.25,12.84615385,9.4,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación Superior - Grado,Educación Superior - Grado,No,No,No,Si,Masculino,No,No,11.6,12.8,12.4,Graduate
Soltero/a,Equinocultura,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,No,Masculino,No,No,13.0,12.0,10.8,Dropout
Casado/a,Ingeniería Informática ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),No,No,Si,Si,Masculino,No,No,10.66666667,12.5,16.2,Dropout
Casado/a,Servicio Social (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Educación Superior - Grado,No,No,No,Si,Masculino,No,No,12.33333333,11.0,12.4,Enrolled
Soltero/a,Gerencia ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,No,Masculino,No,No,11.0,11.42857143,10.8,Dropout
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Superior - Licenciatura ,Carrera técnico-profesional,No,No,No,Si,Masculino,No,No,13.42857143,13.125,16.2,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,13.05375,13.05375,9.4,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Superior - Grado,Si,No,No,Si,Masculino,No,No,12.03571429,13.75,13.9,Enrolled
Soltero/a,Agronomía,Matutino,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,14.16666667,13.83333333,11.1,Graduate
Casado/a,Diseño de Comunicación,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,No,Masculino,No,No,0.0,0.0,10.8,Dropout
Soltero/a,Equinocultura,Matutino,Portugués,Educación Superior - Grado,Educación Superior - Grado,No,No,No,Si,Masculino,No,No,13.6,12.66666667,13.9,Dropout
Soltero/a,Turismo ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,12.2,12.0,7.6,Enrolled
Soltero/a,Equinocultura,Matutino,Portugués,Educación Superior - Grado,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,13.71428571,13.33333333,15.5,Dropout
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,Si,No,Masculino,No,No,11.66666667,10.0,16.2,Dropout
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,Si,No,Masculino,No,No,14.0,0.0,12.7,Dropout
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,Si,No,Si,Masculino,No,No,12.5,10.0,15.5,Dropout
Soltero/a,Equinocultura,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,Si,No,Masculino,No,No,11.83333333,11.5,15.5,Dropout
Soltero/a,Agronomía,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,No,Masculino,No,No,0.0,0.0,15.5,Dropout
Soltero/a,Agronomía,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,Si,No,Masculino,No,No,0.0,0.0,13.9,Dropout
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Masculino,No,No,11.53846154,12.4,12.7,Dropout
Soltero/a,Agronomía,Matutino,Portugués,Educación Superior - Grado,Educación Superior - Licenciatura ,Si,No,No,Si,Masculino,No,No,11.28571429,12.25,12.7,Enrolled
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico-profesional,Si,No,No,Si,Masculino,Si,No,0.0,0.0,13.9,Graduate
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Carrera de especialización tecnológica,Carrera de grado superior - Doctorado (3er ciclo),Si,No,No,Si,Masculino,No,No,11.8,12.0,15.5,Enrolled
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Superior - Grado,No,No,No,Si,Masculino,No,No,0.0,10.5,12.7,Enrolled
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,Si,No,Masculino,No,No,0.0,0.0,8.9,Dropout
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,No,Masculino,Si,No,14.2,14.2,8.9,Enrolled
Soltero/a,Diseño de Animación y Multimedia,Matutino,Portugués,Educación Superior - Maestría ,Educación Superior - Maestría ,No,No,Si,Si,Masculino,No,No,12.7,12.27272727,8.9,Enrolled
Soltero/a,Equinocultura,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico superior profesional,Si,No,No,No,Femenino,No,No,12.66666667,0.0,15.5,Dropout
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Superior - Maestría ,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,14.42857143,15.0,16.2,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,Si,No,13.11714286,12.6,11.1,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,Si,Si,Femenino,No,No,12.66666667,11.83333333,8.9,Graduate
Soltero/a,Diseño de Animación y Multimedia,Matutino,Brasileño,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,Si,Si,0.0,0.0,12.7,Dropout
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,No,No,No,Si,Masculino,No,No,15.28571429,16.5,10.8,Graduate
Soltero/a,Gerencia ,Matutino,Santo Tomé y Príncipe,Educación básica 1er ciclo (4º/5º año) o equivalente,Educación Superior - Licenciatura ,No,No,Si,Si,Masculino,No,Si,10.5,11.25,12.4,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,Si,No,12.63636364,12.6,8.9,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,No,No,0.0,0.0,15.5,Dropout
Soltero/a,Agronomía,Matutino,Brasileño,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,Si,No,Femenino,No,Si,14.33333333,14.0,15.5,Dropout
Soltero/a,Turismo ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Superior - Licenciatura ,No,No,No,No,Masculino,No,No,15.125,13.66666667,11.1,Enrolled
Soltero/a,Enfermería,Matutino,Portugués,Educación Superior - Grado,Carrera técnico-profesional,No,No,No,Si,Masculino,No,No,0.0,0.0,12.4,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación Superior - Grado,Educación Superior - Grado,No,No,Si,Si,Masculino,No,No,12.0,10.33333333,8.9,Enrolled
Soltero/a,Educación Básica,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico-profesional,Si,No,No,Si,Femenino,Si,No,14.25,12.0,7.6,Enrolled
Soltero/a,Gerencia ,Matutino,Brasileño,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Femenino,No,Si,10.5,10.0,16.2,Enrolled
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,Si,No,13.5,14.42857143,16.2,Graduate
Soltero/a,Agronomía,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,11.66666667,12.0,15.5,Enrolled
Soltero/a,Turismo ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,10.8,10.0,9.4,Enrolled
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Superior - Grado,No,No,No,No,Masculino,No,No,0.0,0.0,10.8,Dropout
Casado/a,Turismo ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Masculino,No,No,12.8,11.42857143,12.7,Graduate
Casado/a,Gerencia (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Otro - 11º Año de Escolaridad,No,No,Si,Si,Masculino,No,No,10.8,12.0,9.4,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Masculino,No,No,11.4,11.0,11.1,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,13.72571429,14.5,11.1,Graduate
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,12.8,12.25,10.8,Enrolled
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Masculino,Si,No,13.5,11.16666667,11.1,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,15.57,15.57,10.8,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación Superior - Grado,Carrera de grado superior - Maestría (2º ciclo),Si,No,Si,Si,Masculino,No,No,11.0,12.0,8.9,Enrolled
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Masculino,No,No,14.11428571,15.91111111,16.2,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Masculino,No,No,11.0,11.5,9.4,Enrolled
Casado/a,Servicio Social,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,0.0,0.0,15.5,Dropout
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,13.5,13.75,7.6,Graduate
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Superior - Grado,Educación Superior - Grado,Si,No,No,Si,Masculino,No,No,11.25,0.0,7.6,Dropout
Soltero/a,Turismo ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,Si,No,12.14285714,11.33333333,8.9,Graduate
Casado/a,Enfermería,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,13.07571429,13.07571429,10.8,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,0.0,0.0,8.9,Dropout
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación Superior - Grado,Educación Superior - Doctorado,No,No,Si,Si,Masculino,No,No,11.0,13.5,12.7,Dropout
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,0.0,0.0,16.2,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,13.125,12.33333333,13.9,Enrolled
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,Si,No,13.51285714,13.51285714,10.8,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,Si,No,12.83333333,12.16666667,10.8,Graduate
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,Si,No,15.0,11.66666667,9.4,Dropout
Soltero/a,Agronomía,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),No,No,Si,No,Femenino,No,No,12.8,13.33333333,11.1,Dropout
Soltero/a,Turismo ,Matutino,Santo Tomé y Príncipe,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Educación Superior - Grado,Si,No,Si,No,Femenino,No,Si,12.33333333,0.0,10.8,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,12.288,12.288,10.8,Dropout
Soltero/a,Servicio Social (presencialidad vespertina),0,Portugués,Desconocido,Carrera de especialización tecnológica,No,No,No,Si,Masculino,No,No,12.33333333,13.28571429,7.6,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,Si,No,11.5,12.8,12.4,Graduate
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,11.83333333,11.14285714,10.8,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,No,No,Si,No,Masculino,No,No,0.0,0.0,8.9,Dropout
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,No,No,0.0,0.0,12.7,Dropout
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Masculino,Si,No,11.8,11.5,11.1,Enrolled
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Superior - Grado,Educación Superior - Grado,No,No,No,Si,Masculino,No,No,0.0,0.0,15.5,Dropout
Soltero/a,Ingeniería Informática ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,No,No,No,No,Masculino,Si,No,12.2,12.0,8.9,Enrolled
Soltero/a,Gerencia (presencialidad vespertina),0,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Masculino,No,No,12.33333333,13.0,11.1,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,12.42857143,12.83333333,7.6,Graduate
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,Si,No,12.76571429,13.54444444,12.4,Graduate
Casado/a,Enfermería,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Masculino,No,No,12.1,12.6,11.1,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Masculino,No,No,12.0,11.5,13.9,Graduate
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico superior profesional,Si,No,No,Si,Masculino,No,No,0.0,0.0,9.4,Dropout
Soltero/a,Agronomía,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,No,No,Si,Si,Masculino,No,No,14.88888889,13.72727273,16.2,Enrolled
divorciado/a,Gerencia (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Femenino,No,No,11.35714286,12.0,9.4,Graduate
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,13.5,12.5,9.4,Graduate
Soltero/a,Periodismo y Comunicación,Matutino,Portugués,Educación Superior - Licenciatura ,Carrera técnico superior profesional,Si,No,Si,No,Femenino,No,No,0.0,0.0,8.9,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación Superior - Grado,Educación Superior - Licenciatura ,Si,No,No,Si,Femenino,No,No,13.88428571,14.75,11.1,Dropout
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,No,Femenino,No,No,13.0,11.66666667,13.9,Enrolled
Soltero/a,Enfermería,Matutino,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,No,No,Si,Femenino,Si,No,12.65,11.1,12.4,Enrolled
Soltero/a,Gerencia ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,No,No,11.0,0.0,12.7,Enrolled
Soltero/a,Gerencia de Publicidad y Mercadeo,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Femenino,No,No,11.66666667,10.5,16.2,Dropout
Soltero/a,Servicio Social,Matutino,Portugués,Educación Superior - Grado,Educación Superior - Grado,No,No,No,Si,Femenino,No,No,14.5,12.66666667,12.4,Graduate
Soltero/a,Turismo ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico superior profesional,No,No,No,Si,Femenino,No,No,14.71428571,14.16666667,12.7,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Femenino,Si,No,13.28571429,14.33333333,12.4,Graduate
Soltero/a,Enfermería Veterinaria,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),Si,No,No,Si,Femenino,No,No,11.33333333,10.5,9.4,Enrolled
Soltero/a,Enfermería,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,No,No,Si,No,Femenino,No,No,0.0,0.0,13.9,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico superior profesional,No,No,No,Si,Femenino,Si,No,11.57142857,12.0,13.9,Enrolled
Soltero/a,Educación Básica,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico-profesional,No,No,Si,Si,Femenino,No,No,13.0,11.5,12.7,Dropout
Soltero/a,Servicio Social,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,No,No,No,Si,Femenino,Si,No,11.5,14.0,11.1,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico-profesional,Si,No,No,Si,Femenino,Si,No,11.8,11.6,16.2,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,No,Femenino,Si,No,10.66666667,12.28571429,10.8,Dropout
Soltero/a,Enfermería,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Femenino,Si,No,13.8875,14.86444444,15.5,Graduate
Soltero/a,Servicio Social,Matutino,Portugués,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera de grado superior - Maestría (2º ciclo),No,No,Si,Si,Femenino,Si,No,11.4,11.5,8.9,Graduate
Casado/a,Servicio Social (presencialidad vespertina),0,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico-profesional,No,No,No,Si,Femenino,No,No,12.33333333,12.14285714,9.4,Graduate
Casado/a,Enfermería,Matutino,Portugués,Educación básica 1er ciclo (4º/5º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,No,12.16,12.16,7.6,Enrolled
Soltero/a,Enfermería,Matutino,Portugués,Educación Superior - Grado,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,13.4275,13.4275,9.4,Graduate
Soltero/a,Diseño de Comunicación,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Femenino,No,No,15.16666667,15.5,15.5,Graduate
Soltero/a,Periodismo y Comunicación,Matutino,Caboverdiano,Educación básica 2º ciclo (6º/7º/8º año) o equivalente,Carrera técnico superior profesional,Si,No,No,Si,Femenino,No,Si,0.0,0.0,9.4,Dropout
Soltero/a,Equinocultura,Matutino,Portugués,Educación Básica 3er Ciclo (9º/10º/11º Año) o Equiv.,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,10.5,0.0,10.8,Dropout
Soltero/a,Gerencia ,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Carrera de grado superior - Maestría (2º ciclo),No,No,No,Si,Masculino,Si,No,11.8,11.0,9.4,Graduate
Soltero/a,Gerencia ,Matutino,Portugués,Educación Superior - Grado,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,Si,Si,Si,Masculino,No,No,13.2,11.4,16.2,Enrolled
Soltero/a,Enfermería,Matutino,Portugués,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Educación Secundaria - 12º Año de Escolaridad o Equiv.,Si,Si,Si,Si,Masculino,No,No,13.075,12.36111111,12.4,Graduate
Soltero/a,Equinocultura,Matutino,Portugués,Educación Superior - Grado,Carrera técnico-profesional,Si,No,No,Si,Masculino,No,No,11.6,13.0,11.1,Dropout
